Job,Education
['docente di matematica e fisica'],"['laurea', 'astronomia, fisica, matematica', 'laurea', 'astronomia', 'scientifico']"
['Risk Analyst'],"['Corso di alta formazione', 'Finanza matematica', 'Laurea Magistrale  LM', 'Matematica', 'Laurea triennale', 'Matematica']"
"['Docente di Matematica e Fisica', 'Docente di Matematica', 'Progetto di Tesi sperimentale, Laurea Magistrale', 'Docente di Matematica e Fisica', 'Museo della Scienza']","['Magistrale in Matematica', 'Matematica']"
['Insegnante'],"['Laurea Magistrale  LM', 'Matematica', '110/110 e lode', 'Laurea triennale', 'Matematica', '105/110', 'Maturità scientifica', 'Liceo scientifico', '100/100 e lode']"
"['M.I.U.R.', 'CONSULENTE', 'Accenture', 'ANALISTA - PROGRAMMATORE - CONSULENTE', 'ANALISTA - PROGRAMMATORE - CONSULENTE']","['Laurea in Matematica', 'Indirizzo Applicativo - Orientamento numerico-economico - Relatore di Laurea Prof. Daniele Ritelli', '108/110', ""Scuola di Specializzazione per l'Insegnamento nella Scuola Secondaria"", 'High School', 'Computer/Information Technology Administration and Management, Economics, Accountancy, Technique', '60/60']"
['Sviluppatore'],"['Laurea Magistrale  LM', 'Matematica applicata', '101', 'Laurea triennale', 'Matematica']"
"['Progettista software', 'Business Analyst', 'Collaboratore part-time']","['Laurea Magistrale  LM', 'Matematica applicata', '110/110 e lode', 'Laurea triennale', 'Matematica', '105/110', 'Diploma di Liceo Scientifico', '100/100 e lode']"
"['RSA', 'Assistente amministrativo', 'Volontario', 'Studente tirocinante']","['Laurea Magistrale  LM', 'Relazioni internazinali - Studi Europei', '105', 'Laurea triennale in Scienze Umanistiche', 'Scienze politiche, sociali e relazioni internazionali', '88/100', 'Diploma']"
"['Analista Programmatore', 'Sviluppatore junior']","['Laurea Magistrale  LM', 'Matematica', '110/110 e lode', 'Laurea triennale', 'Matematica', '100/110']"
['Junior Developer'],"['Laurea magistrale', 'Matematica applicata', 'Corso di Alta Formazione in Finanza Matematica', 'Laurea breve', 'Matematica']"
"['Insegnante', 'Insegnante', 'Insegnante di matematica', 'Insegnante']","['Laurea Magistrale in Matematica', '110/110', '1°\xa0livello - Laurea L', 'Matematica', '103/110']"
"['Ripetizioni in matematica e fisica', 'Cameriera']","['Laurea Magistrale LM in Matematica', 'Matematica', 'Laurea Triennale in Matematica', '104']"
['Sysdata S.p.A.'],"['Laurea Magistrale  LM', 'LM-40 Matematica', '110 Lode', 'Master Mathematiques', 'Erasmus', 'Erasmus', 'Mathematics']"
"['Business Analyst', 'IT Analyst - Financial Services']","['Laurea Magistrale', 'Matematica', '104/110', 'Laurea Triennale', 'Matematica', 'diploma', '93/100']"
['Personale docente'],"['matematica', 'Matematica', 'Laurea Magistrale  LM', 'Matematica']"
"['Insegnante di matematica', 'Insegnante di fisica e matematica', 'Data Analyst', 'Docente Matematica', 'Docente a contratto/ Matematica e Fisica']","['Laurea Magistrale in Mathematics and Applications', 'Advanced Theoretical Mathematics', 'Laurea Specialistica in Scienze Statistiche', 'Statistica', '110/110 Lode', '1°\xa0livello - Laurea L', 'Matematica']"
['docente di Matematica'],"['Laurea', 'Matematica']"
['Analista numerico ed insegnante'],"['Dottorato in Matematica Computazionale', 'facoltà scienze matematiche fisiche e naturali', 'Laurea in Matematica,', 'facoltà scienze matematiche fisiche e naturali']"
"['Impiegato', 'Studente tirocinante']","['Laurea triennale in Scienze Politiche Sociali e Internazionali', 'Scienze politiche e governo']"
"['Consulente, Trainer, Sviluppo', 'Consulente, Trainer, Sviluppo', 'Consulente']","['Dottorato', 'Matematica', 'Laurea', 'Matematica', '110/110 e Lode']"
['Junior Engineering consultant'],"['corso di formazione Cobol - DBs', 'ATTIVITÀ PROFESSIONALIZZANTE', 'Laurea Magistrale  LM', 'Fisica del sistema terra']"
"['Java Software Engineer', 'Docente privato']","['Laurea Magistrale  LM', 'Fisica']"
['Docente'],"['Laurea Magistrale  LM', 'Fisica del Sistema Terra', 'Laurea triennale', 'Fisica']"
['MIUR'],"['Laurea triennale in Fisica', '110/110 e Lode', ""Abilitazione all'insegnamento"", 'Classe di concorso A027 (ex A049)', 'Doctor of Philosophy - PhD', 'Matematica']"
"['Docente matematica e fisica', 'Tutor coordinatore TFA', 'Supervisore di Tirocinio presso SSIS - Classe di concorso A049', 'Università di Ferrara']","['Laurea in Fisica, Dottorato di ricerca', 'Fisica']"
['Insegnante di matematica e fisica'],"['Laurea Magistrale  LM', 'fisica del sistema terra', '110/110']"
"['Alma Mater Studiorum - Università di Bologna', 'Ricercatore', 'Ricercatore', 'Tutor dei corsi di Fisica Generale', 'Ricercatore associato']","['Dottorato di ricerca', 'Fisica', 'Laurea', 'Fisica', 'Liceo Scientifico']"
"['Docente matematica e fisica', 'Tutor coordinatore TFA', 'Supervisore di Tirocinio presso SSIS - Classe di concorso A049', 'Università di Ferrara']","['Laurea in Fisica, Dottorato di ricerca', 'Fisica']"
['Insegnante di matematica e fisica'],"['Laurea Magistrale  LM', 'fisica del sistema terra', '110/110']"
['Responsabile fatturazione'],"['Scienze Internazionali e Diplomatiche', '1°\xa0livello - Laurea L', 'Scienze politiche relazioni internazionali', '105/110']"
"['Insegnante di scuola superiore', 'Customer Service']","['Laurea magistrale', 'Fisica', '110', '1° livello -  Laurea L', 'Fisica', '110']"
['Docente'],"['Laurea Magistrale  LM', 'Fisica del Sistema Terra', 'Laurea triennale', 'Fisica']"
"['Docente di Fisica', 'Product Engineer']","['Laurea in Fisica', 'Physical Sciences', '110/110 e lode']"
"['Insegnante di Fisica e Matematica', 'Creatore', ""Materiale didattico per l'insegnamento della Fisica"", 'Insegnante di Fisica e Matematica', ""Materiale didattico per l'insegnamento della Fisica""]","['Laurea in Fisica', 'Scienze Matematiche Fisiche e Naturali', 'Physics']"
"['Docente di Fisica', 'Docente di Matematica e Fisica', 'Docente di Matematica e Fisica', 'Docente di Fisica', 'Docente di Fisica']","['Specialista di produzione e progettazione CAD-CAM', 'Sottotenente di Complemento', '112° Corso AUC', 'Laurea  in Fisica, 110/110 e Lode']"
"['Docente di Matematica e Fisica', 'Docente di Matematica e Fisica', 'Alma Mater Studiorum Università di Bologna']","['Dottorato di Ricerca', 'Laurea', 'Fisica']"
"['Docente di Matematica e Fisica', 'Istituto Italiano di Tecnologia', 'Alma Mater Studiorum - Università di Bologna']","['Dottorato di ricerca', 'Cognitive and Brain Science - Cognitive Neuroscience', 'cum laude', 'Laurea magistrale', 'Fisica Applicata', '110/110 e lode', 'Laurea', 'Fisica']"
['ICONSULTING'],"['Laurea Magistrale in Fisica Applicata', 'Fisica applicata', '110/110', 'Laurea triennale in Fisica', '102/110', 'Diploma di maturità classica', '95/100']"
['docente fisica e matematica'],"['Laurea Magistrale  LM', 'Fisica', '110']"
['insegnante precario'],"['laurea', 'Fisica']"
"['Private Tutor', 'Delegate', 'Tourist Animator']","[""Master's degree"", 'International Cooperation on Human Rights', 'Professional Certificate in Green Transition and Sustainability', 'Laurea triennale', 'Scienze Politiche, Sociali e Internazionali', '110 e lode / 110', 'Diploma', 'Liceo Linguistico', '100 / 100']"
"['Marketing manager & digital  strategist per i Beni Culturali', 'Docente a contratto', 'Marketing Manager', 'Marketing Manager', 'Responsabile marketing operativo']","['Laurea', 'Fisica']"
['Tutor di Matematica e Fisica'],"['Laurea Magistrale  LM', 'Matematica']"
"['Impiegato', 'Assegnista di ricerca']","['Laurea Magistrale  LM', 'Ingegneria fisica/Fisica applicata', '110/110', 'Laurea triennale in fisica', 'Ingegneria fisica/Fisica applicata', '95/110']"
"['Consulente IT', 'Studente tirocinante']","['Laurea Magistrale LM in Fisica Applicata', 'Ingegneria fisica/Fisica applicata', '110/110', 'Laurea Triennale in Fisica', '98/110']"
"['Application Development Analyst', 'Ricercatore per il Centro Aerospaziale Tedesco (DLR)', 'Application Development Analyst', 'Programma di tirocinio']","['Laurea Magistrale  LM', 'Fisica, Curriculum Teorico Generale', '110/110', 'Laurea triennale', 'Fisica', '104/110', 'Scuola Media Superiore', 'Liceo Classico, Curriculum Internazionale Tedesco', '75/100']"
"['Docente', 'Tirocinio per Tesi', 'Coordinatore', 'Operatore', 'Programmatore cnc']","['Laurea triennale', 'Fisica', 'Laurea Magistrale  LM', 'Material Physics and Nanoscience']"
"['Junior System Architect', 'Tutor Didattico e guida museale']","['1°\xa0livello - Laurea L', 'Fisica', '105', 'Laurea Magistrale  LM', 'Ingegneria fisica/Fisica applicata']"
['Junior Software Developer'],"['Laurea Magistrale in Fisica', 'Fisica teorica', '108/110', 'Licenciatura', 'Física', '4.38/5.00']"
"['Docente di Fisica', 'Contrattista']","['Laurea in Astronomia', '110/110']"
"['Product Engineer', 'Stagista']","['Laurea Magistrale  LM', 'Fisica', '110', 'Laurea triennale', 'Fisica']"
"['Insegnante di lettere', 'Redattore', 'Socio operativo', 'Assegnista di ricerca', 'Tutor didattico', 'Insegnante di storia', 'Insegnante di lettere', 'Academic Visitor']","['Tirocinio Formativo Attivo', '98/100', 'Dottorato di ricerca', 'Culture Letterarie, Filologiche e Storiche', 'Second Pavia International Summer School for Indo-European Linguistics', 'Leiden Summer School in Languages and Linguistics', 'Leiden Summer School in Languages and Linguistics', 'Laurea Specialistica', 'Filologia, Letteratura e Tradizione Classica', '110/110 e lode', 'Laurea triennale', 'Lettere (curriculum Classico Filologico)', '110/110 e lode']"
"['Insegnante di Matematica, Fisica e Scienze', 'Tirocinio presso Ospedale Bellaria Carlo Alberto Pizzardi - AUSL Bologna', ""Tirocinio presso il laboratorio di fisica applicata dell'Alma Mater Studiorum di Bologna""]","['Laurea Magistrale  LM', 'Fisica medica/della salute', '109', 'Diploma', 'Scientifico', '80']"
"['Supplente docente di Matematica e Fisica', 'Supplente di Matematica e Fisica', 'Supplente di Fisica', 'Supplente di Matematica e Fisica']","['Laurea Magistrale in Astrofisica e Cosmologia', 'Astrofisica', 'Laurea in Astronomia']"
"['Docente di matematica e fisica', 'Docente di sostegno', 'Docente di matematica e fisica', 'Docente di matematica e fisica', 'Docente di matematica e fisica']","['Laurea Magistrale in Matematica', 'Corso di laurea magistrale in Matematica', '109/110', 'Laurea in Matematica', 'Corso di laurea triennale in Matematica', '110/110']"
"['IIS secondo grado', 'Revisore scientifico', 'Istituto Omnicomprensivo ""G.A. Farina""', 'Docente di Matematica', 'Attività didattica']","['Percorso formativo 24 CFU', 'Dottorato di ricerca', 'Sismologia Teorica', 'Eccellente con lode', 'Laurea Magistrale LM', 'Fisica del Sistema Terra', '110/110 con lode']"
['Data scientist and user support specialist'],"['PhD physics', 'Laurea magistrale in fisica', 'Fisica', 'Fisica']"
['Professore di Informatica'],"['Laurea Magistrale  LM', 'Fisica', '110/110 con Lode', 'Laurea triennale', 'Fisica', '110/110 con Lode', 'Diploma Tecnico Industriale', 'Fisica Ambientale e Sanitaria Europea', '100/100']"
"['Scuole Malpighi Visitandine', 'Collaboratore Progetto Lauree Scientifiche']","['Tirocinio Formativo Attivo', 'Classe A059 - Matematica e Scienze nella Scuola Secondaria di I grado', ""Scuola di Specializzazione per l'Insegnamento Secondario"", 'Classe A049 - Matematica e Fisica nei Licei', 'Laurea Specialistica in Fisica', 'Facoltà di Scienze MM. FF. NN', '109/110']"
"['Insegnante di matematica e fisica', 'Animatrice scientifica', 'Insegnante di matematica e fisica']","['1°\xa0livello - Laurea L', 'Fisica', '97/100', '100/100', 'Laurea Magistrale  LM', 'Scienze fisiche']"
['Zanichelli editore S.p.A'],"['Laurea Magistrale', 'Fisica teorica', '110 e lode', 'Stage', 'LPT - Laboratoire Physique Théorique', 'Licenza magistrale']"
"['Collaboratrice di redazione', 'Redattore scientifico', 'Project Manager', 'Docente di Matematica e Fisica']","['Laurea magistrale', 'Matematica', 'Laurea triennale', 'Matematica', 'Diploma', 'Scientifico']"
"['Ricercatrice', 'Impiegato in ufficio', 'Addetta selezione/formazione']","['Laurea', 'Lettere e filosofia']"
"['Insegnante', 'Stage di Fisica', 'Risorse umane', 'Gestore bar', 'Stage']","['Laurea Magistrale in Applied Physics', 'Fisica', 'Laurea triennale', 'Fisica', 'Diploma', '100 e lode']"
['Modelli Analitici'],"['Laurea Magistrale  LM', 'Astrofisica e Cosmologia', '102', 'Laurea triennale', 'Fisica', '104']"
['Junior Software Developer'],"['Laurea Triennale', 'Astronomia e astrofisica', '109', 'High School Diploma', 'Liceo scientifico bilinguistico']"
"['Sistemista', 'Sistemista', 'Laurea magistrale']","['laurea', 'Astronomia e astrofisica']"
"['Data Scientist', 'Ph.D in Astrophysics and Cosmology', 'INAF Associate', 'Visiting Ph.D Candidate at DAWN Institute']","['Doctor of Philosophy - PhD', 'Astrophysics', 'Laurea Magistrale  LM', 'Astrofisica e Cosmologia', '110L/110', 'Laurea triennale', 'Astronomia', '102/110']"
"['Docente', 'collaboratore', 'stagista']","['Master di II livello in Scienza e Tecnologia Spaziale', 'Laurea specialistica in Astrofisica e Cosmologia', 'Laurea in Astronomia']"
"['MINISTERO P.I', 'Academic Administrator', 'Physicist']","['Fisica. Indirizzo di Astrofisica', 'normale, vecchio ordinamento', 'Degree in Physics', 'Fisica']"
"['Big Data Engineer', 'Infoedge Technology']","['Percorso formativo 24 cfu', 'laurea magistrale LM-58', 'Astrofisica e Cosmologia', '102/110', 'Laurea Triennale in Fisica L-30', 'Fisica', '97/110']"
['Docente di matematica e fisica'],"['Laurea Magistrale in Astrofisica e Cosmologia', 'Facoltà di Scienze Fisiche Matematiche Naturali']"
"['Project Manager', 'Divulgatore scientifico', 'Impiegato', 'Borsa di studio per la ricerca']","['Laurea Specialistica', 'astrofisica e cosmologia', 'Laurea triennale', 'Astronomia', '99/110']"
"['Customer Service Associate', 'Servizio clienti', 'agente business partner telecom', 'Collaboratore esterno', 'Amministratore', 'Collaboratore', 'collaboratore amministrativo', 'tirocinio formativo']","['scienze politiche', 'Scienze politiche e governo', 'Laurea magistrale in scienze politiche']"
"['Assistente di galleria', 'Studente tirocinante']","['Laurea magistrale', 'Arti Visive', '110 e Lode', 'Laurea triennale', 'Lettere/Studi umanistici', '105/110', 'Doppio diploma italo-francese ESABAC']"
"['Webmaster intranet Coop e Project manager area IT', 'Sviluppatore per piattaforma SAP', 'Sviluppatore e responsabile supporto tecnico per l’Italia', 'Ricercatore / Programmatore', 'Collaboratore CIRFEP (Centro Interuniversitario di Ricerca in Farmacoepidemiologia)']","['Laurea in Astronomia', 'Astronomia e astrofisica']"
"['Personale Amministrativo', 'Team member - Didattica Humanities', 'Collaboratore editoriale', 'Segretaria', 'Docente - Italiano e Latino', 'Docente - Italiano e Latino', 'Docente - Italiano e Latino']","['Corso di Alta Formazione Post Lauream', 'Educazione estetica, Inclusione ed Innovazione Digitale per la Fruizione del Patrimonio Culturale', 'Laurea Magistrale LM15', 'Filologia Classica', '110 con Lode', 'XIV Seminario Papirologico Fiorentino presso Istituto Papirologico Vitelli', 'Laurea triennale L10', 'Lettere/Studi umanistici', '110 con Lode']"
"[""Responsabile del settore Servizi di staff e supporto tecnologico d'area presso AUTC"", 'Responsabile del settore Centro Linguistico di Ateneo presso AFORM', 'Responsabile del Settore E-Learning di Ateneo', 'Responsabile programmazione didattica presso Centro Interfacoltà di Linguistica Teorica e Applicata', 'Cultore di materia: linguistica applicata', 'Responsabile progetti e-learning', 'Traduttrice libero professionista.', 'Insegnante di Inglese', 'Data operator']","['Lingue e Letterature Straniere Moderne', 'Attività formative professionalizzanti seguite in UNIBO', 'Post-lauream', 'Post-lauream', ""Formazione per concorso nazionale - Abilitazione all'insegnamento lingua e cultura inglese"", ""Master's Degree""]"
"['Junior sales account', 'Promoter vendite', 'Volontario Guerrilla Staff, Village e Produzione', 'Segreteria/amministrazione', 'Tirocinio curriculare']","['Laurea Magistrale  LM', 'Italianistica, Culture Letterarie Europee, Scienze Linguistiche', '1°\xa0livello - Laurea L', 'Lettere/Studi umanistici', 'Maturità classica']"
"['Coordinatore dei volontari', 'Studente insegnante', 'Coordinatore eventi', 'Hostess', 'Presentatore', 'Giornalista freelance', 'Presentatore televisivo']","['Laurea Magistrale  LM', 'Lettere/Studi umanistici', '110/110 E LODE', 'Laurea triennale', 'Lettere/Studi umanistici', '110/110 E LODE']"
"['Insegnante privato', 'Dottoressa in Lettere Moderne']","['Laurea Magistrale  LM', 'Lettere/Studi umanistici', 'Laurea triennale in Scienze Umanistiche', 'Lettere/Studi umanistici', '110/110 con dichiarazione di lode']"
"['Coordinatore gestionale - Biblioteca Centrale del Campus di Ravenna', 'Assistente di Biblioteca']","['Perfezionamento', 'Diritto dei Beni Culturali e Ambientali', 'Laurea V.O.', 'Conservazione dei beni culturali', '110 e lode']"
"['Docente', 'Docente', 'Docente', 'Altra formazione culturale – Operatore del centro estivo “A regola d’Arte”', 'Formazione, Istruzione - Docente', 'Organizzatore eventi', 'Orientamento formativo', 'Rappresentante degli studenti']","['Laurea Magistrale  LM in Italianistica (LM 14)', 'Lingua e letteratura italiana', '110/110', 'Laurea Triennale in Lettere e Beni culturali', 'Interclasse in Lettere e Beni culturali', '110 e Lode']"
"['insegnante italiano L2', 'Professore', 'Libraio', ""Servizio civile presso Sistema Museale d'Ateneo"", 'Bibliotecaria']","['Laurea Magistrale  LM', 'Italianistica, Culture letterarie europee e Scienze linguistiche', '110/110 lode', 'Triennale in Lettere', 'Lettere/Studi umanistici', '107/110', 'Laurea Magistrale  LM  in scienze del servizio sociale', 'Sociologia e Servizio sociale']"
"['Docente di lettere', 'Docente di lettere', 'Docente di lettere']","['Abilitazione all’insegnamento-SSIS', '80/80', 'Laurea specialistica in lettere classiche', '110/110 e lode', 'Laurea Magistrale  LM in Scienze Umanistiche', 'Lingue, letterature e linguistica classiche e dei classici']"
"['Funzionario', 'Funzionario']","['Scienze Politiche - indirizzo giuridico amministrativo', 'Amministrazione pubblica']"
"['Docente di Lettere', 'Docente di Lettere', 'Docente', 'Docente', 'Docente', 'Docente', 'Docente']","['Specializzazione per le attività di sostegno didattico', ""Abilitazione all'insegnamento-Tirocinio Formativo Attivo"", 'TFA A052-Materie letterarie, latino e greco nel liceo classico', 'Laurea magistrale', 'Filologia, letteratura e tradizione classica', 'Laurea triennale', 'Lettere']"
"['Componente del Gruppo di ricerca “Arte e psicologia”, Dipartimento delle Arti', 'Editor e Co-curatore', 'Redattore', 'Assistente alla didattica per la cattedra di Psicologia dell’arte, Dipartimento delle Arti', 'Autore', 'Membro', 'Membro del consiglio direttivo', 'Autore', 'Responsabile comunicazione marketing', 'Specialista della gestione dei contenuti', 'Curatore d’arte', 'Autore', 'Social media manager', 'Autore', 'Responsabile comunicazione online', 'Social media manager', 'Addetto stampa', 'Responsabile comunicazione online', 'Curatore d’arte', 'Freelance Editor', 'Curatore d’arte', 'Autore', 'Consulente', 'Autore', 'Addetto stampa', 'Curatore d’arte']","[""Laurea specialistica in Storia dell'arte contemporanea"", 'Facoltà di Lettere e Filosofia', '110 e lode']"
"['Insegnante di lettere', 'Laurea Magistrale in Italianistica, Culture Letterarie Europee, Scienze Linguistiche']","['Laurea Magistrale  LM', 'Italianistica, scienze linguistiche e culture letterarie europee', 'Laurea Magistrale  LM', 'Italianistica, Culture Letterarie Europee, Scienze Linguistiche', '109', 'Laurea triennale', 'Lettere Moderne', '102']"
"['Annotator in progetto di Digital Humanities', 'Tirocinante assistente insegnante', 'Tutor ambientale', 'Copywriter', 'Tirocinante in ufficio stampa']","['Laurea Magistrale  LM', 'Scienze linguistiche', '110L', 'Language and society - MASTER', 'Laurea breve in Scienze Umanistiche', 'Lettere moderne', '110L', 'Maturità scientifica', '100/100', 'corso singolo', 'Arts', 'A']"
"['Docente di lettere', 'Redattrice web', 'Insegnante di lingua e letteratura italiana', 'Ricercatrice']","['Laurea Magistrale  LM', 'Italianistica', '110/110 con Lode', 'Laurea triennale', 'Lettere/Studi umanistici']"
"['Insegnante di lettere', 'Formazione didattica', 'Receptionist e assistente amministrativa', 'Insegnante di latino']","['Laurea Magistrale  LM', 'Italianistica, culture letterarie europee e scienze linguistiche', '110 e lode', 'Laurea triennale', 'Lettere Moderne', 'Diploma di maturità', 'Liceo classico']"
['Docente di lettere e doposcuola individuale'],"['Laurea Specialistica', 'Lettere moderne']"
"['Docente di lettere - Scuola secondaria di primo grado', ""Consulente storica dell'arte"", 'Assistente area verifiche danni sisma 2012', 'Tirocinante', 'Collaboratrice', 'Tirocinante', 'Tirocinante']","['Corso di formazione permanente', 'Corso di alta formazione', 'SCUOLA DI SPECIALIZZAZIONE IN BENI STORICO ARTISTICI', '110/110 CUM LAUDE', 'CORSO DI ALTA FORMAZIONE PER ART ADVISOR', ""LAUREA SPECIALISTICA IN STORIA DELL'ARTE"", '108/110', 'LAUREA TRIENNALE IN LETTERE MODERNE']"
"['Docente di Lettere', 'Correttore di bozze', 'Insegnante di lettere', 'Educatore', 'Educatore']","['Laurea Magistrale  LM', 'Italianistica - Scienze linguistiche', '110/110L', 'Heritage and Memory Theory', 'Laurea triennale', 'Culture e letterature del mondo moderno', 'Diploma di maturità classica', 'Liceo classico della comunicazione', '100/100']"
"['Docente di sostegno', 'Docente di Lettere', 'Educatrice', 'Docente di Lettere', 'Operatrice', 'Coordinatore', 'Erasmus-Tirocinio']","['Laurea specialistica', 'Italianistica', '110 con lode', 'Laurea triennale', 'Lettere moderne', '107/110']"
"['Impiegata amministrativa fiscale', 'Operatore Fiscale', 'Impiegata amministrativa', 'Impiegata amministrativa fiscale', 'Impiegata amministrativa fiscale']","[""Scienze dell'Organizzazione"", ""Scienze dell'organizzazione"", 'Materie basate sul settore turistico ricettivo e di agenzia viaggi', 'Diploma con 92/100']"
"['Programme coordinator', 'Responsabile Progetti Europei', 'assistente del direttore didattico del Master MIREES']","['Laurea in Scienze Internazionali e Diplomatiche', 'Facoltà di Scienze Politiche ""R. Ruffilli""']"
"['Assistente enologo cantina di microvinificazione', 'Cellar hand', 'Studente tirocinante', 'Tirocinio Area Commerciale']","[""Master's degree"", 'Gestione d’impresa - Food and Wine', 'Winter School Sanguis Jovis 2020', '""FRA PRODOTTO E MERCATO: i valori della marca nel Sangiovese""', 'Wine & Spirit Education Trust: Level 2']"
"['Formatore', 'Responsabile della formazione']","['Scienze Politiche - Amministrativo', 'Scienze Politiche']"
"['Giornalista', 'Social media manager']","['100/100', 'Scienze politiche, sociali e internazionali']"
"['Digital Marketing Manager', 'Marketing Manager', 'Social media manager e addetto stampa', 'Consulente social media', 'Tirocinante ufficio stampa Assemblea Legislativa']","['Scienze politiche', 'Mass Media e Politica', '101/110', 'Scienze Politiche', 'Sociologia', '97/110']"
"['Proprietario', 'Socia', 'underbuyer', 'buyer']","['Scienze Politiche', 'Scienze Politiche', 'Scienze Politiche']"
"['Agente in attività finanziaria', ""Agente in attivita' finanziaria"", 'Agente in attività finanziaria', 'intermediario assicurativo', 'funzionario mediatore del credito']","['Executive Master Amministrazione Finanza e controllo gestione', 'Executive Master in amministrazione finanza e controllo di gestione', 'Laurea in Scienze Politiche indirizzo Economico', 'Scienze Politiche']"
"['Addetto alle vendite', 'Addetto alle vendite', 'Esattore', 'Esattore', 'Impiegata']","['Scienze Politiche', 'Corso di Scienze dell’Organizzazione e dell’Amministrazione', 'in corso', 'Maturità in Scienze Sociali', '84/100']"
"['Ottico', 'impiegata commerciale']","['corso biennale', 'Ottica/Scienze ottiche', 'stage con progetto ""Leonardo""', 'Scienze politiche e governo', 'Scienze politiche e governo']"
"['Journalist', 'Journalist', 'Collaboratore', 'Collaboratore', 'Collaboratore esterno']",['Scienze Politiche']
"['Partner', 'Team coordinator & Project Manager  Progetto Nocciole Italia HCO Ferrero - Gruppo Agribusiness', 'Consulente senior', 'Member of the Board & Partner Director of Advisory Area', 'Presidente', 'Direttore']",['Laurea']
"['Stagista risorse umane', 'Cassiere vendite', 'Assitente alle vendite', 'Impiegata ufficio estero', 'Addetta alle vendite']","['Scienze politiche, sociali e internazionali', 'Diploma di liceo linguistico']"
"['Giornalista freelance', 'Giornalista', 'Senior copywriter', 'Responsabile comunicazione marketing', 'Responsabile comunicazione marketing']","['Scienze Politiche', 'Scienze Politiche indirizzo Storico-Politico', 'Master in Comunicazione e Marketing', 'Marketing e Comunicazione', 'Diploma di Maturità Classica']"
"['Addetto alle vendite', 'Addetto alle vendite', 'Esattore', 'Esattore', 'Impiegata']","['Scienze Politiche', 'Corso di Scienze dell’Organizzazione e dell’Amministrazione', 'in corso', 'Maturità in Scienze Sociali', '84/100']"
"['Giornalista e segretaria di redazione', 'Responsabile delle comunicazioni', 'Giornalista e addetta stampa', 'Redattore capo', 'Impiegato']","['1°\xa0livello - Laurea L', 'Sociologia', '110', 'Master', 'Relazioni esterne e comunicazione aziendale', 'Attestato di partecipazione', 'News e fotogiornalismo']"
"['Diennea - MagNews', 'Responsabile Area Espansione']","['Scienze Politiche', 'Politiche sociali e Politiche sanitarie (Laurea Magistrale)', 'Scienze Politiche', 'Scienze Criminologiche per la sicurezza (Laurea triennale)']"
"['Assegnista di ricerca - Postdoctoral Researcher', 'Docente di ruolo - Materie letterarie e latino', 'Docente di ruolo - Materie letterarie e latino', 'Insegnante di lettere', 'Tirocinante', 'Collaboratore esterno', 'Insegnante di lettere']","['Doctor of Philosophy - PhD', 'Culture letterarie, filologiche, storiche', 'Doctorante', ""IASA Institut d'archéologie et des sciences de la antiquité"", 'Erasmus IP ""Myths, Nation-Building, Political Identities""\u200b', 'Master of Arts (MA)', ""Filologia e storia dell'antichità"", '110 e lode', 'Bachelor of Arts (BA)', 'Lettere curriculum antico', '110 e lode', 'Maturità Classica', '100/100', ""Abilitazione all'insegnamento nella scuola media inferiore e superiore"", 'TFA Classe di concorso A051 - Materie letterarie e latino nei licei', '100/100']"
"['Io Donna', 'Fashion digital pr', 'collaboratore', 'docente']","['Web writing and Content Marketing', 'P.h.D. in Arte', 'Facoltà di Lettere e Filosofia', ""Master's degree"", 'comunicazione e giornalismo di moda', 'Lettere Moderne', 'Facolta di Lettere e Filosofia']"
"['Docente', 'Docente', 'Insegnante a contratto', 'Insegnante', 'Insegnante - Responsabile', 'Contratto a chiamata', 'Insegnante e Responsabile Scuola Tennis', 'Tutor attività didattica Vice Presidenza Scuola di Lettere e Beni Culturali Università Bologna', 'Preparatore Atletico', 'Maestro di tennis']","['Laureato in Storia;Laureato alla Magistrale in Scienze Storiche;Laureato a  Magi.Scienze Filosofiche', 'Facoltà di Lettere e Filosofia Università di Bologna', 'Laurea Magistrale in Scienze Storiche', '110/110', 'Laurea Magistrale in Scienze Filosofiche', '106/110', 'Laurea in Storia', '101/110', ""Esami  di specializzazione in Storia dell'Arte:"", '30 e lode; 29; 25', 'Master in Discipline Geografiche', '110/110', 'Master in Letteratura e linguistica italiana e latina', '110/110', 'Maestro di Tennis. Tesina finale in Psicologia dello Sport', '29/30', 'Istruttore di Tennis', 'C.R.B. Bologna - S.N.M. Roma']"
"['Corpo docente', 'Laureato in Economia e Italianistica, impiegato part time, istruttore di arti marziali']","['Laurea magistrale in Italianistica e scienze linguistiche', 'Lettere/Studi umanistici', '107', 'Storia medievale, laurea triennale', 'Storia', '110 e lode', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale', '101']"
